target_population,comparison_sample,model,model_label,algorithm,cycle,n,events,weight_variable,metric,point_estimate,bootstrap_mean,bootstrap_bias,bootstrap_se,ci_lower,ci_upper,ci_level,ci_method,replicate_method,n_replicates_requested,n_replicates_valid,valid_replicate_fraction,design_df
MEC examination sample,inflammatory comparison sample,model3_inflammatory,Model 3 inflammatory,elastic_net,2009-2010,5990,646,combined_mec_weight,calibration_in_the_large,-0.06645689769444996,-0.06769792961467246,-0.001241031920222499,0.05016446551884148,-0.1709047275713366,0.02618403102268744,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,survey_weighted_AUROC,0.8441243752992496,0.8440637132218942,-6.0662077355333466e-05,0.006892789256183311,0.8301238769317617,0.8570974199877747,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,survey_weighted_PR_AUC,0.35990282391206974,0.3647196574787292,0.004816833566659462,0.017180142413579413,0.3298637731418377,0.3975441318576823,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,weighted_Brier,0.061941171384219174,0.06190433275930498,-3.683862491419415e-05,0.0035156242701352403,0.055040139188874855,0.06860061484940061,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,weighted_log_loss,0.21710045136566408,0.21702735573989712,-7.309562576696127e-05,0.009941760389407287,0.1974651986372538,0.2355996264964126,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,calibration_intercept,-0.1610416261780568,-0.16408630032609164,-0.0030446741480348316,0.09826608082918237,-0.358231427647039,0.027102546941498308,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,calibration_slope,0.9569613279676353,0.9574632834967896,0.0005019555291542188,0.0324364434445065,0.8975865250442407,1.0206486737236262,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,observed_expected_ratio,0.9369941689771442,0.9350260141893527,-0.001968154787791443,0.049316515359820796,0.836226479986253,1.025769496455503,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,weighted_observed_prevalence,0.08151876177433258,0.08143830200953316,-8.045976479942318e-05,0.005277163837074895,0.07079854094797224,0.09136099678550182,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,weighted_mean_predicted_probability,0.087000287166484,0.0870864608420266,8.617367554260291e-05,0.0029886928210524927,0.08093700435307072,0.09260283630218788,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
fasting subsample,combined comparison sample,model4_combined,Model 4 combined biomarkers,elastic_net,2009-2010,2594,273,combined_fasting_weight,calibration_in_the_large,-0.07106413168494585,-0.07473841375601564,-0.00367428207106979,0.05769872252087991,-0.19407085241263097,0.02797903037657012,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,16
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,survey_weighted_AUROC,0.8393311938961271,0.8391428017577298,-0.0001883921383972753,0.013066772302917008,0.8145500497855155,0.8652013588974339,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,survey_weighted_PR_AUC,0.3696651030488632,0.3719078369342081,0.0022427338853449053,0.023186938603925587,0.3270176185748011,0.4184429638826892,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,weighted_Brier,0.0653954196672101,0.065393541805724,-1.8778614861020282e-06,0.00392742560309437,0.05786049712748361,0.07321286158293341,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,weighted_log_loss,0.22862279053570458,0.22864730662762106,2.4516091916476634e-05,0.01286388714724809,0.2043849030205249,0.2539926726212133,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,calibration_intercept,-0.04663188899651374,-0.04479941961038836,0.001832469386125385,0.10241768028844596,-0.2365140395550103,0.1689850071672979,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,calibration_slope,0.9539106390038108,0.9557987652279498,0.0018881262241390306,0.05369850553317107,0.8566209246540087,1.0674992382380721,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,observed_expected_ratio,1.0248780477591948,1.0257882575063209,0.0009102097471260784,0.04027772381493866,0.9508554335463398,1.1077389985789008,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,weighted_observed_prevalence,0.08726918830598314,0.08727157491571591,2.386609732771272e-06,0.00576641065520483,0.07619551666408263,0.09863843831366646,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,weighted_mean_predicted_probability,0.0851508025728422,0.08507859530037781,-7.220727246438907e-05,0.004550917835257679,0.07588709579639515,0.09357843313324427,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
MEC examination sample,core MEC target sample,model0_core,Model 0 core clinical,elastic_net,2011-2012,5260,550,combined_mec_weight,calibration_in_the_large,0.026891870059794876,0.027100804188883637,0.0002089341290887614,0.04289478446622219,-0.05520092496704191,0.11224736387301679,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,survey_weighted_AUROC,0.831473891793819,0.8316778484243426,0.00020395663052352742,0.01844216053617875,0.7990569664382657,0.8676897470121449,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,survey_weighted_PR_AUC,0.376599525166869,0.3825012367873498,0.0059017116204808096,0.02946812697501475,0.32751936223111333,0.4420375790426433,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_Brier,0.07213835482959176,0.07194827717230592,-0.0001900776572858337,0.007274817931725646,0.05774718719993369,0.08524263170961514,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_log_loss,0.24945972394518773,0.2488980796888792,-0.00056164425630853,0.022558492545764343,0.20533078176352443,0.29084504392493093,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,calibration_intercept,-0.04368025486658256,-0.038769671991678405,0.004910582874904153,0.1313028926565985,-0.2834872490238185,0.22916729875945793,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,calibration_slope,0.9109750364633603,0.9188885823537278,0.007913545890367524,0.08136023313948974,0.7831823739842454,1.0835273042249496,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,observed_expected_ratio,1.0839767260443762,1.081841822342311,-0.0021349037020652606,0.07466715150551406,0.932526561602803,1.2219482829165806,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_observed_prevalence,0.09688365543132342,0.09660745754272392,-0.00027619788859950534,0.009662678870783372,0.07694991453989987,0.11472471844764487,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_mean_predicted_probability,0.08937798488060635,0.08921789596766631,-0.0001600889129400318,0.005321929181737838,0.0791081931512191,0.09812379641963241,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,combined comparison sample,model0_paired_combined,Model 0 paired combined sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,calibration_in_the_large,0.08891294406869665,0.08444826500216476,-0.00446467906653189,0.07694941656778574,-0.07624506263484905,0.2228395657965974,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,survey_weighted_AUROC,0.831473891793819,0.8316778484243426,0.00020395663052352742,0.01844216053617875,0.7990569664382657,0.8676897470121449,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,survey_weighted_PR_AUC,0.376599525166869,0.3825012367873498,0.0059017116204808096,0.02946812697501475,0.32751936223111333,0.4420375790426433,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_Brier,0.07213835482959176,0.07194827717230592,-0.0001900776572858337,0.007274817931725646,0.05774718719993369,0.08524263170961514,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,weighted_log_loss,0.24945972394518773,0.2488980796888792,-0.00056164425630853,0.022558492545764343,0.20533078176352443,0.29084504392493093,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,calibration_intercept,-0.04368025486658256,-0.038769671991678405,0.004910582874904153,0.1313028926565985,-0.2834872490238185,0.22916729875945793,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,calibration_slope,0.9109750364633603,0.9188885823537278,0.007913545890367524,0.08136023313948974,0.7831823739842454,1.0835273042249496,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
fasting subsample,metabolic comparison sample,model0_paired_metabolic,Model 0 paired metabolic sample,elastic_net,2011-2012,2294,239,combined_fasting_weight,observed_expected_ratio,1.0839767260443762,1.081841822342311,-0.0021349037020652606,0.07466715150551406,0.932526561602803,1.2219482829165806,0.95,percentile,rao_wu_rescaled_bootstrap,2000,2000,1.0,17
